AUTO,BANK,ENERGY,FMCG,IT,MEDIA,METAL,PHARMA,REALTY,NIFTY
MARUTI.NS,SBIN.NS,RELIANCE.NS,ITC.NS,INFY.NS,ZEEL.NS,TATASTEEL.NS,DRREDDY.NS,DLF.NS,^NSEI
