Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
8-Feb-19,30163.2,30315.45,29699.9,29769.05,16403218,1282.18
11-Feb-19,29744.5,29842.95,29320.85,29728.5,24711817,1316.38
12-Feb-19,29767.6,29817.9,29483.5,29524,20199811,1199.92
13-Feb-19,29779.25,29970.1,29365.65,29438.5,29306568,1654.2
14-Feb-19,29423.8,29597.3,29399.95,29451.45,21880290,1342.33
15-Feb-19,29542.75,29568.3,29003.25,29309.1,51245356,2166.68
18-Feb-19,29238.35,29348.65,28887.7,28965.15,56594379,2422.89
19-Feb-19,28913.2,29267.7,28913.2,29009.7,55365248,2531.75
20-Feb-19,29124.35,29175.7,28907.6,29053.4,19553998,1326.52
21-Feb-19,29092.55,29229.3,29024.75,29166.35,21946832,1421.86
22-Feb-19,29214.6,29282,29121,29241.2,22015109,1373.75
25-Feb-19,29294.45,29362.7,29165.6,29327.05,42226812,1947.65
26-Feb-19,29171,29391.3,29095.05,29253.65,28240715,1805.08
27-Feb-19,29340.85,29547.85,29055.6,29171.95,30000909,1659.63
28-Feb-19,29375.15,29375.15,29180.95,29262.85,60223280,2581.69
1-Mar-19,29335.2,29494.75,29334.45,29464.9,23232320,1238.32
5-Mar-19,29559.35,29726.1,29371.8,29649.2,29030097,1559.34
6-Mar-19,29822.65,29997.7,29651.3,29710.3,37894667,2242.95
7-Mar-19,29812,30012.9,29754.2,29904.05,26558673,1597.69
8-Mar-19,29920.2,30071.05,29777.5,29945.75,23274485,1267.36
11-Mar-19,30069.2,30290.8,29977.35,30256.4,32289014,1667.93
12-Mar-19,30411.35,30563.75,30387.35,30480.8,29800665,1744.81
13-Mar-19,30578.85,30628.95,30391.4,30451.6,24797164,1421.18
14-Mar-19,30500.25,30516.3,30166.35,30467.3,27751589,1578.01
15-Mar-19,30538.2,30553.35,29854.7,29953.4,42328262,2464.86
18-Mar-19,30105.5,30192.7,29971.75,30172.3,22699510,1438.84
19-Mar-19,30244.6,30468.85,30119.85,30433.15,30877740,1874.92
20-Mar-19,30491.75,30584.05,30250.4,30297.35,30051038,1726.45
22-Mar-19,30363.6,30424.7,30095.7,30198.85,21614196,1404.01
25-Mar-19,30065.8,30065.8,29792.25,29921.45,23753563,1625.27
26-Mar-19,29959.6,30013.9,29787.95,29957.8,22946782,1458.97
27-Mar-19,30012.95,30202.2,29821.4,29891.35,27271587,1679.42
28-Mar-19,29952.6,30316.1,29882.25,30243.25,41830420,3071.49
29-Mar-19,30430.45,30443.75,30245.25,30321.4,33942204,2087.89
1-Apr-19,30402.6,30539.4,30162.15,30193.15,22973796,1421.04
2-Apr-19,30237.15,30295,30024.7,30073.15,26883591,1403.65
3-Apr-19,30140,30177.95,29929.6,29969,28648668,1501.65
4-Apr-19,29980.6,30078.35,29907.35,29998.7,20403646,1233.4
5-Apr-19,30057.6,30100,29801.1,29869.15,21563374,1272.37
8-Apr-19,29934.65,29986.15,29731.25,29804.45,15017780,991.8
9-Apr-19,29834,30038.4,29787.3,30019.25,16200092,998.18
10-Apr-19,30052.3,30133.65,29948.85,29994.95,20128277,1301.88
11-Apr-19,30034,30203.5,29998.3,30151.15,26697765,1613.77
12-Apr-19,30205.4,30582.25,30193.5,30533.7,36470890,1758.68
15-Apr-19,30670.35,30751.7,30455,30547.4,23623321,1163.6
16-Apr-19,30643.2,30828.1,30578.75,30742.6,20683496,1277.15
18-Apr-19,30785.65,30811.35,30532.45,30558.95,22804409,1314.08
22-Apr-19,30539.65,30562.8,30365.1,30418.1,14106079,782.63
23-Apr-19,30459.8,30565.15,30407.6,30495.05,19629974,1031.39
24-Apr-19,30493.45,30678.75,30247.75,30631.25,29832006,1312.08
25-Apr-19,30686.95,30786.15,30312.2,30371.3,38457309,1781.59
26-Apr-19,30446.1,30511.35,30298.35,30440.75,14392110,860.8
30-Apr-19,30442.45,30628.75,30255.1,30336.9,24101454,1291.64
2-May-19,30349.5,30442.6,30030.25,30091.25,31138750,1846.78
3-May-19,30026,30063.4,29688.15,29750.55,25929607,1890.44
6-May-19,29677.05,29677.05,29371.1,29575.85,19977935,1402.04
7-May-19,29742.45,29910.75,29521,29557.05,40204807,2198.39
8-May-19,29480.7,29587.45,29310.4,29395.7,26240056,1432.1
9-May-19,29296.05,29550.6,29217.05,29474.8,20225348,1098.73
10-May-19,29505.3,29533.3,29257.2,29359.05,18436110,1070.14
13-May-19,29295.95,29658.55,28988.55,29061,48698880,1901.43
14-May-19,29105.3,29406.65,28996.2,29235.1,36928697,1673.87
15-May-19,29361,29368.75,29118.55,29185.1,36347341,1983.48
16-May-19,29258.8,29344.2,29032.1,29228.7,45065053,1732.23
17-May-19,29251.7,30002.45,29250.9,29962.15,46727172,2153.74
20-May-19,30447.05,30592.85,30055.5,30547.65,33027463,1688.54
21-May-19,30557.65,30824.95,30491.3,30537.9,32762161,2002.4
22-May-19,30459.65,30459.65,30064.25,30247.65,27293137,1383.56
23-May-19,30609.65,30664,29630.8,29723.8,45616577,1967.24
24-May-19,29889.8,30038.3,29606.85,29965.4,29148853,1604.69
27-May-19,29994.05,30129.3,29948.9,30105.4,21432272,1273.17
28-May-19,30194.45,30223.55,29997.1,30068.95,36831783,1993.08
29-May-19,30073.6,30207.75,29960.8,30014.2,18426320,945.3
30-May-19,30055.7,30124.8,29974.9,30002.4,24842085,1314.3
