Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
12-Mar-2019,8834.85,8872.15,8775.45,8802.9,81980786,2984.4
13-Mar-2019,8819.95,8836.25,8748.3,8767.55,56147219,2235.66
14-Mar-2019,8775.9,8787.35,8670.8,8725.5,50339393,2055.34
15-Mar-2019,8750.35,8796.5,8723.45,8748.05,71316174,2867.41
18-Mar-2019,8764.5,8766.5,8589.1,8627.05,54775500,2612.09
19-Mar-2019,8624.05,8624.1,8520.3,8567.05,42958890,2250.77
20-Mar-2019,8572.9,8573.1,8428.65,8445.1,36964661,2214.47
22-Mar-2019,8432.15,8508.05,8319.45,8336.6,56308885,2974.7
25-Mar-2019,8281.5,8297.5,8218.6,8238.55,43070737,2078.3
26-Mar-2019,8269.05,8297.95,8219.05,8287.25,47822032,1931.8
27-Mar-2019,8325.65,8334.6,8205.3,8215.35,56442347,2181.04
28-Mar-2019,8222.4,8260.75,8194.6,8234.25,67482555,3011.48
29-Mar-2019,8257.3,8381.05,8236.35,8335.35,73542604,3166.82
1-Apr-2019,8407.5,8492.35,8394.7,8414.35,99486807,3596.65
2-Apr-2019,8441.15,8515.9,8429.05,8504.3,137860596,4614.68
3-Apr-2019,8523.2,8572.65,8462.9,8480.65,129281591,4749.56
4-Apr-2019,8520.55,8546.15,8484.95,8536.35,89019243,4276.05
5-Apr-2019,8566.65,8604.15,8526.25,8564.6,63941295,2461.32
8-Apr-2019,8590.25,8597.25,8483.95,8526.3,52275795,1924.94
9-Apr-2019,8532.95,8636.9,8482.9,8622.8,84324364,2456.7
10-Apr-2019,8625.35,8667.7,8583.2,8644.5,111813443,3154.25
11-Apr-2019,8644.6,8702.95,8639.1,8690.05,98468946,2844.02
12-Apr-2019,8698.8,8785.75,8665,8777.45,65224215,2634.57
15-Apr-2019,8805.4,8922.1,8804,8911.6,104682218,3084.07
16-Apr-2019,8956,9002.75,8928.3,8983.55,91834806,2963.48
18-Apr-2019,9034.95,9059.35,8952.55,8972.65,82867882,2771.87
22-Apr-2019,8937.9,8944.05,8802.5,8813.9,63005033,1976.1
23-Apr-2019,8823.55,8853.8,8666.8,8682.9,54354401,2216.67
24-Apr-2019,8701.45,8726.5,8557.1,8646.05,83285806,3041.39
25-Apr-2019,8657.85,8670.1,8573.8,8587.9,69747490,4060.95
26-Apr-2019,8562.7,8578.95,8458.5,8493.8,61087986,3065.51
30-Apr-2019,8441.6,8458.1,8293.95,8350.6,66898511,3266.63
2-May-2019,8273.75,8369.25,8213.45,8333.85,107852574,3485.03
3-May-2019,8325.3,8415.5,8315.6,8381.45,81387259,2603.51
6-May-2019,8303.65,8319.3,8260.2,8268.45,64166697,1892.4
7-May-2019,8314.15,8323.7,8189.8,8206.25,63289162,1971.01
8-May-2019,8183.9,8193.95,8086,8095.9,60972959,2016.76
9-May-2019,8077.75,8131.1,8049.8,8103.5,78533086,2096.63
10-May-2019,8111.15,8147.95,8070.75,8093.2,60983583,1795.67
13-May-2019,8081.85,8098.7,7911.45,7938.65,43858625,1946.03
14-May-2019,7890.55,7988.5,7855.9,7955.5,61323064,2544.84
15-May-2019,7983.9,8021.05,7840.1,7856.85,68107263,2269.55
16-May-2019,7900.55,7917.5,7821.75,7891.9,65662092,1854.69
17-May-2019,7900.2,8115.8,7884.15,8085.75,56383253,2595.14
20-May-2019,8282.3,8438.55,8221.3,8422.1,96833371,3518.9
21-May-2019,8430.3,8436.4,8172.65,8209.45,107072422,2999.44
22-May-2019,8230.45,8271.75,8154,8246.55,59799872,1969.56
23-May-2019,8366.65,8415.15,8182.4,8216.9,83675598,3176.57
24-May-2019,8269.95,8475.7,8217.25,8460.25,105764817,2998.43
27-May-2019,8466.35,8517.6,8382.05,8462.2,89346088,2542.21
28-May-2019,8478.2,8515.05,8382.2,8398.2,106488422,3319.8
29-May-2019,8385.05,8385.25,8251.55,8281.9,64401882,2231.03
30-May-2019,8271,8284.25,8220.5,8235.7,72417748,2598.92
