Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
12-Mar-19,28168.2,28488.1,28142.25,28443.7,184260495,6427.57
13-Mar-19,28480.3,28927.7,28353.65,28884.3,206998023,9124.75
14-Mar-19,29028.9,29070.35,28819.75,28923.1,187139544,6138.11
15-Mar-19,29007,29520.7,28990.85,29381.45,296217360,9607.37
18-Mar-19,29521.6,29812,29361.65,29596.1,185741004,5835.92
19-Mar-19,29702.6,29799.75,29547.7,29767.85,222296391,5295.3
20-Mar-19,29769.65,29885.2,29633.5,29832.2,194921072,5196.81
22-Mar-19,29920.75,30008.1,29508.7,29582.5,219823784,6622.27
25-Mar-19,29329.4,29329.4,29156.25,29281.2,132018394,3876.07
26-Mar-19,29300.4,29950.15,29278.5,29882.15,131212876,4159.59
27-Mar-19,30034.15,30262.55,29790.25,30019.8,260544922,8006.3
28-Mar-19,30064.8,30496.05,29969.1,30420.55,292110701,9523.9
29-Mar-19,30480.35,30499.15,30235.9,30426.8,219687116,6217.73
1-Apr-19,30537.6,30648.1,30218.35,30326.5,224440509,5594.91
2-Apr-19,30450.1,30452.9,30155.85,30354.25,196482019,5205.38
3-Apr-19,30440.85,30602.55,30036.25,30093.3,193071867,5203.95
4-Apr-19,30147.3,30245.7,29809.9,29904.9,199631082,5460.27
5-Apr-19,30002.85,30174,29850,30084.65,154141037,4130.84
8-Apr-19,30201.5,30232.05,29716.6,29845.3,147201421,3687.89
9-Apr-19,29901.5,30165.05,29703.55,30113.85,165462138,4788.34
10-Apr-19,29916.6,30155.75,29768.1,29803.5,165250173,9946.96
11-Apr-19,29841.85,29852.25,29640.25,29786.1,108247929,3168.46
12-Apr-19,29780.55,30000.95,29707,29938.55,104858970,3137.74
15-Apr-19,29983.5,30163.1,29919.1,30104.25,90613632,3071.18
16-Apr-19,30236.25,30590.95,30228.2,30531.35,117822281,4223.74
18-Apr-19,30656.5,30669.8,30142.2,30223.4,141697748,4610.68
22-Apr-19,30282.5,30289.9,29647.55,29687.95,132778018,4647.04
23-Apr-19,29761.95,29906.5,29455.45,29479.7,145857126,4502.93
24-Apr-19,29550.5,29914.85,29435.05,29860.8,129529258,4477.27
25-Apr-19,29927.05,30057.7,29511.95,29561.35,201016367,6526.09
26-Apr-19,29764.85,30048.2,29563.15,30013.5,158188658,5736.29
30-Apr-19,29920.4,29920.4,29550.05,29764.8,362563145,9257.75
2-May-19,29699.8,29919.35,29638.8,29708.6,242309997,6830.49
3-May-19,29811.65,30121.75,29795.1,29954.15,181379119,5248.1
6-May-19,29626.5,29757.4,29528.6,29618.45,188230212,4787.11
7-May-19,29749.55,29835.5,29244.25,29288.2,180581999,5340.05
8-May-19,29261.3,29261.3,28951.35,28994.4,179421775,4926.02
9-May-19,28893.95,29040.3,28784.65,28884.6,206029474,5196.87
10-May-19,28927.6,29202.85,28900.1,29040.5,223514610,6070.63
13-May-19,29026.65,29049.05,28621.1,28659.95,253600119,5356.35
14-May-19,28718.75,29058.3,28582.6,28829.2,256593306,6110.47
15-May-19,28925.45,28983.15,28555.15,28616.45,218778407,5126.91
16-May-19,28625.9,28947.6,28525.45,28855.3,189440058,4501.11
17-May-19,28881.4,29559.45,28856,29450.15,257111157,6489.1
20-May-19,30230.4,30827.85,30111.2,30759.7,321102950,9217.22
21-May-19,30862.1,30926.7,30265.1,30308.4,216423886,5968.41
22-May-19,30410.65,30675.1,30268.6,30526.8,224425509,7602.5
23-May-19,30962.8,31705,30292.35,30409.1,494083740,14547.69
24-May-19,30685.5,31275.4,30564.4,31212.55,282765890,7946.04
27-May-19,31234.9,31700.75,31142.5,31647.65,239161158,6533.11
28-May-19,31711.3,31712.4,31328.6,31597.9,297603975,6998.27
29-May-19,31459.25,31546.75,31257.9,31295.55,205161779,5053.9
30-May-19,31256.85,31619.25,31236.1,31537.1,202699071,5776.18
